Situation,emotion,empathetic_dialogues
I remember applying for college and waiting for an acceptance letter. I didn't know if I would get accepted but I always was optimistic about getting in.  One day  I checked the mail and they letter was right there.  I was one happy camper. ,hopeful,"Customer :I checked the mail box one day and had a letter from a University I wanted to go to. 
Agent :"
I remember applying for college and waiting for an acceptance letter. I didn't know if I would get accepted but I always was optimistic about getting in.  One day  I checked the mail and they letter was right there.  I was one happy camper. ,hopeful,"Customer :Texas Christian University TCU. But the stealing thing is going catch up to you. 
Agent :"
I remember applying for college and waiting for an acceptance letter. I didn't know if I would get accepted but I always was optimistic about getting in.  One day  I checked the mail and they letter was right there.  I was one happy camper. ,hopeful,"Customer :The only thing christian about TCU is the name. I'm on scholarship. 
Agent :"
I remember applying for college and waiting for an acceptance letter. I didn't know if I would get accepted but I always was optimistic about getting in.  One day  I checked the mail and they letter was right there.  I was one happy camper. ,hopeful,"Customer :hey that's awesome! You won't have to steal money like me. Which University was it?
Agent :"
I remember applying for college and waiting for an acceptance letter. I didn't know if I would get accepted but I always was optimistic about getting in.  One day  I checked the mail and they letter was right there.  I was one happy camper. ,hopeful,"Customer :Oh a Christian University that is nice. Well I needed my drugs
Agent :"
"I'm supposed to visit my sister's family for thanksgiving this year, but I'm not really looking forward to it. We haven't gotten along over the past several years. ",apprehensive,"Customer :I'm supposed to visit my sister's family for thanksgiving this year, but I'm not really looking forward to it. We haven't gotten along over the past several years.
Agent :"
"I'm supposed to visit my sister's family for thanksgiving this year, but I'm not really looking forward to it. We haven't gotten along over the past several years. ",apprehensive,"Customer :Maybe. She has a lot of mental difficulties that makes it hard to be around her. Short visits are okay, but anything longer than that gets uncomfortable. 
Agent :"
"I'm supposed to visit my sister's family for thanksgiving this year, but I'm not really looking forward to it. We haven't gotten along over the past several years. ",apprehensive,"Customer :Sibling rivalries are unfortunate. Hopefully you two can patch things up one day?
Agent :"
My husband undertook a huge project at our house this year. He is installing a wood boiler so we can heat our house with wood this next winter. I'm so impressed with him every day because he's doing it all on his own and he is succeeding amazingly well.,proud,"Customer :My husband is installing a wood boiler for our home to heat our house this Winter. I'm so impressed with him because he's doing it all on his own.
Agent :"
My husband undertook a huge project at our house this year. He is installing a wood boiler so we can heat our house with wood this next winter. I'm so impressed with him every day because he's doing it all on his own and he is succeeding amazingly well.,proud,"Customer :Very! He surprises me every day with the amount of knowledge he has. He can fix anything!
Agent :"
My husband undertook a huge project at our house this year. He is installing a wood boiler so we can heat our house with wood this next winter. I'm so impressed with him every day because he's doing it all on his own and he is succeeding amazingly well.,proud,"Customer :That is impressive.  Is he normally pretty handy?
Agent :"
i lost my sisters dog,nostalgic,"Customer :i lost my sisters dog
Agent :"
i lost my sisters dog,nostalgic,"Customer :no, looked everywhere
Agent :"
i lost my sisters dog,nostalgic,"Customer :Oh no. I hope that's not the end of the story. Did you find it? 
Agent :"
i lost my sisters dog,nostalgic,"Customer :That's sad, hopefully it finds its way home. 
Agent :"
Someone knocked on my door the other day. I peaked around the corner so they could not see me. I don't know anyone and was alone so I wasn't sure if I should answer the door,apprehensive,"Customer :Someone knocked on my door the other day. I peaked around the corner so they could not see me. 
Agent :"
Someone knocked on my door the other day. I peaked around the corner so they could not see me. I don't know anyone and was alone so I wasn't sure if I should answer the door,apprehensive,"Customer : I don't know anyone and was alone so I wasn't sure if I should answer the door. Things are getting pretty scary in the world.
Agent :"
Someone knocked on my door the other day. I peaked around the corner so they could not see me. I don't know anyone and was alone so I wasn't sure if I should answer the door,apprehensive,"Customer :Oh boy, was it someone you didn't want to talk to?
Agent :"
Someone knocked on my door the other day. I peaked around the corner so they could not see me. I don't know anyone and was alone so I wasn't sure if I should answer the door,apprehensive,"Customer :You can never be too careful! I've heard too many things in the news. Who did it end up being?
Agent :"
Had my daughter over a couple weekend ago. She had brought a scrapbook she put together herself of us. It was so nice of her.,sentimental,"Customer :Had my daughter over a couple weekends ago. She had brought a scrapbook she put together herself of us.
Agent :"
Had my daughter over a couple weekend ago. She had brought a scrapbook she put together herself of us. It was so nice of her.,sentimental,"Customer :She is 19. I thought that was so nice of her. We had a nice time looking through the pics and talking about the good ole days.
Agent :"
Had my daughter over a couple weekend ago. She had brought a scrapbook she put together herself of us. It was so nice of her.,sentimental,"Customer :very cool! how old is she?
Agent :"
Had my daughter over a couple weekend ago. She had brought a scrapbook she put together herself of us. It was so nice of her.,sentimental,"Customer :that's incredibly thoughtful! 
Agent :"
My husband might get transferred to a new position and we might get to move closer to family.,hopeful,"Customer :My husband might get transferred to a new position and that means we might get to move closer to family.
Agent :"
